Timestamp,User Question,Bot Answer,Frequency Count,BotAnsClean,Understood_Question
3/18/2025,จ๊าบ,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
3/12/2025,กุ๊กกิ๊ก,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
5/5/2025,กุ๊งกิ๊ง,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
5/6/2025,กุ้มกิ่ม,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
3/19/2025,แผนการเรียน,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
5/20/2025,พระอาทิตย์,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
3/3/2025,เมาส์,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
3/12/2025,ล่าช้า,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
3/2/2025,ลำโพง,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
4/26/2025,ลุง,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
5/14/2025,วันนี้ขอลา,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
3/29/2025,ส้มโอ,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
5/29/2025,หลวงพี่,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
5/15/2025,หิวข้าว,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
4/5/2025,โหดจัง,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
5/31/2025,อารมณ์เสีย,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
5/26/2025,fitness,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
3/13/2025,pb,ขอโทษค่ะ ฉันยังไม่ค่อยเข้าใจสิ่งที่คุณหมายถึง ลองพิมพ์ใหม่อีกครั้งได้ไหมคะ,1,ไม่เข้าใจข้อคำถาม,0
4/15/2025,ต้องการถามเกี่ยวกับเอกสารต่อ,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/30/2025,ต้องการถามเกี่ยวกับเอกสารต่อ,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/3/2025,ถ้าเอกสารกยศ.ที่ยื่นไปแล้วใส่รายละเอียดผิด ต้องแก้ไขอย่างไร,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/24/2025,ถ้าเอกสารกยศ.ที่ยื่นไปแล้วใส่รายละเอียดผิด ต้องแก้ไขอย่างไร,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/29/2025,บลูทูธ,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/3/2025,บลูทูธ,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/14/2025,บิน,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/15/2025,บิน,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/23/2025,ปวดหัว,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/10/2025,ปี 2 เทอม 2 ลงทะเบียนวันไหน,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/15/2025,ผู้กู้รายใหม่ต้องสำรองจ่ายค่าเทอมก่อนหรือไม่?,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/16/2025,พ่อมารับยัง,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/6/2025,เมน,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/28/2025,เมนู,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/22/2025,ยย,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/2/2025,ยื่นใบคำขอและหลักฐานขอผ่อนผันการเกณฑ์ทหารได้ตั้งแต่เดือนไหน,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/25/2025,รรร,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/26/2025,ลงทะเบียนเรียนไม่ทัน,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/29/2025,ลานกิจกรรม,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/21/2025,ลาบูบู้,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/24/2025,วิทยาลัย,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/24/2025,สสส,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/16/2025,สอบกลางภาค 2/2567 วันไหนบ้าง?,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/5/2025,abc xyz สอบอิหยังวะ,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/2/2025,https://reg2.rmutk.ac.th/registrar/home.asp?avs=45622.6903356481,ฉันไม่เข้าใจความหมาย กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/25/2025,ต้องการถามเกี่ยวกับประกันอุบัติเหตุอีกไหม,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/25/2025,ต้องการถามเกี่ยวกับประกันอุบัติเหตุอีกไหม,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/20/2025,ทหาร,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/27/2025,ทหาร,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/22/2025,น้ำหอม,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/22/2025,น้ำหอม,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/19/2025,ในการผ่อนผันการเกณฑ์ทหารต้องใช้เอกสารอะไรบ้าง,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/9/2025,ในการผ่อนผันการเกณฑ์ทหารต้องใช้เอกสารอะไรบ้าง,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/16/2025,บัค,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/31/2025,บัค,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/24/2025,ปี3,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/17/2025,ปี 3 เทอม 2 ลงทะเบียนวันไหน,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/29/2025,ปี4,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/23/2025,ปี 4 เทอม 2 ลงทะเบียนวันไหน,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/1/2025,ปี 4 เทอม 2 ลงทะเบียนวันไหน,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/8/2025,ผ่อนผันค่าเทอม,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/11/2025,ฟิตเนสอยู่ตึกไหน,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/20/2025,แฟ้มเอกสาร,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/24/2025,มีบัค,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/10/2025,มีวิชาเดินเรือหรือไม่,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/20/2025,เมื่อไหร่จะได้ลงทะเบียน,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/25/2025,เมื่อไหร่ลงทะเบียน,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/14/2025,แม่น้ำ,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/3/2025,โมโห,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/13/2025,ไม่,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/30/2025,ไม่อยากเอฟ,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/20/2025,ยื่นคำขอกู้ยืมผ่านระบบไปแล้วรอพิจารณานานหรือไม่,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/27/2025,ยื่นเอกสารผ่อนผันทหารวันไหน,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/5/2025,ระยะการคุ้มครองประกันอุบัติเหตุเริ่มตั้งแต่วันไหนถึงวันไหน?,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/18/2025,รูปแบบเก็บชั่วโมงจิตอาสา?,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/15/2025,รูปแบบเก็บชั่วโมงจิตอาสา,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/16/2025,ลงทะเบียนกี่โมง,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/1/2025,ลำโพง,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/13/2025,วันสอบตามปีการศึกษา (กลางภาค 1/2567),ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/20/2025,สอบฤดูร้อนปลายภาควันไหนบ้าง,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/17/2025,สามารถทำเรื่องกู้ กยศ.ได้ที่ไหน?,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/27/2025,ห้างสรรพสินค้า,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/7/2025,https://liff.line.me/2007290155-4dDJeJQr,ฉันไม่เข้าใจค่ะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/1/2025,ประกันอุบัติเหตุนักศึกษาคุ้มครองช่วงไหนและขอเคลมค่ารักษายังไง,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/7/2025,ปราสาท,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/9/2025,ปริญญา,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/13/2025,ปี 1 เทอม 1 ลงทะเบียนวันไหน,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/28/2025,ปี 1 เทอม 2 ลงทะเบียนวันไหน,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/11/2025,ปี2,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/14/2025,ปี 2 เทอม 1 ลงทะเบียนวันไหน,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/14/2025,พี่,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/17/2025,มีฟิตเนสไหม,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/21/2025,มีวิชาเดินเรือไหม,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/2/2025,ย,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/21/2025,ระบบช้ามาก อยากให้ไวกว่านี้,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/2/2025,ลงทะเบียนเรียน,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/2/2025,แมว,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/7/2025,ขอเติมแมว,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/14/2025,อยากกินไอติม,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/17/2025,ยาดม,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/23/2025,หนังสือเล่มไหนดี,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/8/2025,USB,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/8/2025,ส่วนของเอกสารการเกณฑ์ทหาร ข้อมูลไม่ถูกต้องนะ แก้ให้หน่อย,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/19/2025,สามารถสอบย้อนหลังได้ไหม,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/22/2025,เอกสารการเรียน,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/22/2025,ชุย,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/5/2025,ไอซ์,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/21/2025,https://1ae2-2001-fb1-2f-4adf-75ce-4406-153e-fd1d.ngrok-free.app,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/22/2025,Render ใช้เวลา15นาที ในการกลับไปหน้าืโหลดใหม่ ที่โหลดนานๆ,ฉันสับสน กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/21/2025,ถ้าเกิดยื่นใช้สิทธิประกันอุบัติเหตุของมหาวิทยาลัย ต้องติดต่อใคร,ว่ายังไงนะคะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/23/2025,ถ้าเกิดยื่นใช้สิทธิประกันอุบัติเหตุของมหาวิทยาลัย ต้องติดต่อใคร,ว่ายังไงนะคะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/30/2025,ถ้าจะขอผ่อนผันการชำระค่าเทอมสามารถติดต่อใครได้บ้าง,ว่ายังไงนะคะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/23/2025,ถ้าจะขอผ่อนผันการชำระค่าเทอมสามารถติดต่อใครได้บ้าง,ว่ายังไงนะคะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
3/15/2025,ในการกู้ กยศ. ต้องใช้เอกสารอะไรบ้าง,ว่ายังไงนะคะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/22/2025,ในการกู้ กยศ. ต้องใช้เอกสารอะไรบ้าง,ว่ายังไงนะคะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
5/21/2025,บันได,ว่ายังไงนะคะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
4/20/2025,บันได,ว่ายังไงนะคะ กรุณาลองพิมพ์ใหม่ค่ะ,1,ไม่เข้าใจข้อคำถาม,0
